id,target
1598,0
1606,1
1612,1
1616,0
1620,1
1624,1
1629,0
1630,0
1635,0
1640,0
1641,0
1642,0
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,0
1674,0
1678,1
1680,0
1681,0
1682,0
1685,0
1695,0
1696,0
1697,1
1704,0
1708,0
1711,0
1713,0
1714,0
1717,0
1729,1
1730,1
1732,0
1734,0
1736,1
1738,1
1742,1
1743,1
1746,1
1748,0
1749,1
1751,1
1758,0
1764,0
1765,0
1777,0
1778,1
1781,0
1782,1
1783,0
1785,0
1788,0
1793,0
1794,0
1795,0
1797,0
1800,0
1801,0
1805,0
1806,0
1819,0
1820,0
1825,0
1828,1
1829,1
1830,0
1839,0
1843,1
1844,1
1846,1
1849,1
1850,1
1854,1
1855,1
1858,1
1859,1
1862,1
1867,1
1868,1
1871,0
1872,1
1874,0
1876,1
1879,1
1884,0
1891,1
1894,1
1896,1
1902,1
1903,1
1904,1
1906,0
1907,1
1912,1
1913,1
1923,1
1926,0
1928,0
1930,0
1931,1
1934,1
1936,1
1944,0
1946,1
1947,0
1958,1
1964,0
1970,0
1974,1
1977,0
1978,0
1982,0
1984,0
1988,0
1993,0
1997,0
1998,0
2002,1
2004,0
2005,0
2008,1
2011,1
2013,1
2018,0
2021,0
2025,1
2029,0
2030,1
2032,1
2037,1
2041,1
2044,1
2048,0
2052,0
2053,0
2054,0
2062,1
2065,0
2066,1
2072,1
2079,0
2080,1
2085,0
2088,0
2090,0
2092,1
2093,1
2101,1
2104,1
2105,1
2106,1
2107,1
2120,1
2124,1
2127,1
2130,1
2132,1
2135,1
2137,0
2140,1
2143,1
2147,1
2151,1
2152,0
2155,0
2156,1
2162,1
2165,1
2166,0
2167,1
2168,1
2170,1
2178,0
2180,1
2182,1
2184,1
2185,1
2187,1
2196,1
2197,0
2199,1
2200,1
2201,0
2202,0
2206,1
2208,1
2218,1
2223,0
2224,0
2226,1
2228,0
2232,0
2234,0
2243,0
2247,1
2249,0
2252,0
2253,0
2259,1
2261,0
2264,1
2268,1
2269,1
2270,1
2276,0
2283,1
2287,0
2290,1
2291,1
2293,1
2295,1
2302,0
2305,1
2310,0
2313,0
2316,0
2320,1
2322,1
2323,0
2326,1
2328,0
2331,1
2335,0
2338,1
2343,1
2344,0
2345,0
2353,0
2355,1
2357,0
2360,0
2365,1
2369,1
2371,1
2378,1
2380,0
2381,1
2383,0
2384,1
2392,1
2393,0
2401,0
2403,1
2404,1
2405,1
2407,1
2411,1
2424,1
2426,1
2431,1
2433,1
2434,1
2436,1
2439,1
2444,1
2447,1
2448,1
2449,1
2450,1
2461,0
2469,1
2472,1
2473,1
2474,1
2477,1
2481,0
2484,0
2495,1
2503,1
2509,0
2511,0
2518,0
2522,0
2525,0
2526,1
2529,0
2533,0
2549,1
2551,1
2558,0
2562,0
2563,0
2567,0
2574,0
2577,1
2578,1
2580,0
2581,1
2583,0
2584,1
2586,0
2589,0
2595,0
2596,1
2600,0
2601,1
2607,0
2610,1
2613,1
2615,0
2618,1
2620,1
2623,0
2626,0
2630,1
2634,0
2636,0
2638,1
2639,0
2646,1
2650,0
2652,1
2653,1
2654,1
2662,1
2665,1
2669,1
2674,1
2678,1
2681,1
2685,1
2686,1
2690,1
2697,1
2699,1
2704,0
2705,1
2710,1
2712,0
2713,1
2716,1
2717,0
2718,1
2721,1
2722,1
2735,1
2737,1
2738,1
2742,1
2745,1
2746,0
2747,1
2750,1
2751,1
2754,1
2762,0
2764,1
2772,1
2775,1
2776,1
2779,1
2781,1
2789,1
2790,1
2791,1
2798,1
2800,1
2804,0
2805,1
2806,1
2809,0
2810,0
2812,0
2814,0
2816,0
2818,0
2823,1
2824,0
2834,0
2837,0
2840,0
2845,0
2847,0
2848,0
2850,0
2859,1
2862,1
2868,0
2874,1
2876,1
2892,1
2894,0
2897,1
2901,1
2903,1
2904,1
2906,1
2914,1
2918,1
2919,1
2923,1
2926,1
2928,1
2930,1
2938,1
2940,1
2949,1
2951,1
2958,1
2961,1
2962,1
2964,1
2966,1
2967,1
2968,1
2972,1
2977,1
2978,1
2979,1
2981,1
2985,1
2986,1
2989,0
2994,1
2996,0
2997,1
2999,1
3002,1
3007,1
3008,1
3017,1
3020,1
3024,1
3028,1
3031,0
3032,1
3033,1
3035,1
3040,1
3041,1
3046,1
3050,1
3063,0
3065,1
3067,0
3069,0
3076,0
3078,1
3081,1
3087,1
3088,0
3094,0
3096,0
3098,0
3103,1
3110,0
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,0
3148,0
3149,0
3151,0
3156,1
3160,1
3164,1
3169,1
3178,1
3187,1
3194,1
3202,1
3203,1
3204,1
3206,0
3207,1
3208,1
3209,0
3213,1
3214,1
3215,1
3220,1
3223,1
3224,1
3226,1
3228,1
3230,1
3232,1
3233,1
3234,1
3238,1
3246,1
3247,0
3250,0
3251,1
3254,0
3257,0
3258,0
3261,0
3267,0
3268,0
3269,1
3271,1
3272,0
3273,1
3279,1
3290,0
3291,0
3293,1
3294,1
3298,1
3305,0
3306,0
3307,1
3310,0
3313,1
3314,0
3315,1
3316,1
3321,0
3325,1
3326,1
3327,1
3330,0
3331,0
3332,1
3333,0
3343,1
3344,1
3348,1
3349,0
3350,1
3352,1
3353,0
3354,0
3358,0
3360,0
3366,0
3371,0
3374,0
3375,1
3378,0
3382,0
3384,1
3385,0
3386,1
3392,0
3399,0
3407,1
3409,1
3416,0
3420,1
3422,0
3424,1
3426,0
3427,1
3434,1
3438,1
3441,1
3442,1
3443,1
3444,0
3449,1
3453,0
3454,1
3456,0
3457,0
3458,0
3461,0
3467,0
3479,1
3488,0
3491,0
3496,0
3502,0
3507,0
3511,0
3515,0
3516,0
3538,0
3539,0
3541,0
3545,0
3546,0
3547,0
3551,0
3553,1
3556,1
3558,0
3559,1
3561,1
3562,1
3563,1
3564,1
3571,1
3574,1
3576,1
3577,1
3579,1
3580,0
3586,1
3590,1
3599,1
3600,1
3601,1
3605,1
3606,1
3612,1
3614,1
3615,1
3616,1
3620,0
3622,1
3624,1
3630,1
3644,1
3649,1
3651,1
3654,1
3665,1
3668,1
3671,1
3672,1
3673,1
3677,1
3678,1
3687,1
3688,1
3693,1
3698,1
3699,0
3701,0
3703,0
3706,1
3707,1
3709,0
3711,1
3714,1
3716,0
3720,0
3728,0
3731,1
3732,1
3733,0
3734,1
3740,0
3746,1
3749,1
3751,1
3755,1
3757,1
3762,0
3767,1
3769,1
3779,1
3781,0
3782,1
3783,0
3784,0
3790,1
3791,0
3792,1
3794,1
3799,1
3801,0
3804,0
3808,0
3809,1
3811,1
3813,1
3817,1
3818,1
3823,1
3843,1
3844,0
3846,1
3847,0
3852,0
3854,0
3856,0
3863,0
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3890,0
3891,0
3898,0
3902,1
3909,1
3910,0
3912,1
3915,0
3918,1
3920,0
3925,1
3928,1
3929,1
3930,0
3931,1
3934,1
3939,1
3941,1
3942,1
3943,1
3946,1
3963,1
3965,0
3966,1
3971,1
3972,0
3974,1
3976,0
3978,1
3981,1
3985,0
3986,1
3987,0
3988,0
3991,0
3999,0
4001,1
4002,0
4004,0
4007,1
4009,1
4013,1
4015,1
4016,0
4023,1
4031,0
4035,0
4036,1
4037,1
4040,0
4048,0
4053,1
4056,1
4059,1
4066,0
4067,0
4069,0
4070,0
4071,0
4073,0
4074,1
4075,0
4082,1
4090,1
4099,0
4102,0
4106,0
4109,1
4110,0
4115,1
4118,0
4120,0
4125,1
4126,1
4130,0
4134,0
4136,1
4137,0
4144,1
4148,1
4151,1
4155,1
4162,1
4165,1
4169,1
4174,1
4179,1
4185,1
4186,1
4187,1
4188,1
4190,1
4192,1
4193,1
4194,1
4195,1
4196,1
4207,0
4208,0
4215,0
4217,0
4222,1
4223,0
4226,1
4228,0
4229,1
4231,0
4234,1
4236,1
4249,1
4254,0
4258,0
4259,1
4263,1
4267,1
4277,0
4278,1
4280,1
4283,1
4285,0
4286,0
4287,1
4290,1
4291,1
4294,1
4302,1
4308,1
4310,1
4311,1
4315,0
4316,1
4319,1
4331,1
4338,0
4339,1
4340,0
4344,1
4346,0
4347,0
4360,0
4364,0
4367,1
4369,0
4370,1
4371,1
4380,0
4386,0
4389,0
4390,0
4394,0
4399,1
4400,1
4404,1
4409,1
4414,1
4417,1
4418,1
4419,1
4420,1
4422,1
4429,0
4431,1
4433,1
4434,1
4439,1
4443,1
4446,1
4447,1
4453,1
4460,1
4461,0
4462,1
4467,1
4469,0
4473,1
4474,1
4475,1
4477,1
4481,1
4483,1
4484,1
4485,1
4495,1
4497,1
4500,0
4501,0
4502,0
4505,1
4506,1
4510,0
4512,0
4513,0
4532,0
4535,1
4536,1
4540,1
4545,0
4552,0
4554,0
4555,0
4558,0
4559,1
4560,0
4566,1
4570,1
4572,0
4574,1
4581,0
4583,0
4586,0
4591,0
4594,0
4603,0
4605,0
4612,0
4613,0
4615,0
4618,0
4621,0
4623,0
4626,1
4629,0
4633,1
4636,0
4638,0
4640,0
4643,1
4645,0
4647,0
4648,1
4651,1
4652,1
4653,0
4654,0
4660,1
4662,1
4663,1
4665,0
4668,1
4676,1
4683,0
4685,0
4686,1
4701,1
4718,0
4721,1
4727,1
4728,0
4733,0
4741,1
4743,0
4746,1
4751,0
4756,0
4761,1
4763,0
4764,0
4767,0
4772,0
4776,0
4780,0
4781,0
4792,0
4796,0
4801,0
4804,0
4805,0
4806,0
4811,1
4815,0
4816,0
4817,0
4818,1
4822,1
4824,0
4827,0
4837,0
4838,0
4839,0
4841,0
4851,0
4855,0
4861,1
4862,1
4863,1
4865,1
4871,1
4873,1
4880,1
4885,1
4886,1
4902,1
4904,1
4907,1
4916,1
4921,0
4925,1
4927,1
4928,0
4930,1
4932,1
4933,1
4937,0
4939,0
4941,1
4942,1
4947,1
4949,1
4950,1
4956,0
4960,0
4963,0
4965,0
4976,0
4977,0
4987,1
4991,0
4994,1
4999,1
5003,0
5006,1
5009,1
5011,1
5012,0
5014,0
5020,0
5021,0
5023,0
5026,1
5030,0
5031,1
5036,0
5042,1
5045,0
5048,0
5051,1
5053,1
5054,0
5057,0
5058,1
5066,0
5070,0
5077,0
5081,0
5084,1
5086,1
5090,0
5091,1
5093,1
5100,0
5108,0
5111,0
5112,0
5118,1
5121,0
5123,0
5129,0
5133,1
5143,1
5147,1
5151,0
5156,0
5158,0
5161,1
5163,0
5167,0
5173,0
5205,0
5214,1
5215,0
5216,1
5217,1
5225,1
5237,1
5239,1
5240,1
5241,0
5246,1
5250,0
5253,1
5258,1
5261,1
5268,1
5275,1
5277,1
5279,1
5288,1
5289,1
5294,0
5303,1
5307,1
5311,1
5312,1
5314,1
5318,1
5327,0
5329,1
5333,1
5334,1
5340,1
5348,1
5358,1
5360,1
5361,0
5363,0
5364,0
5369,0
5370,0
5374,0
5376,0
5388,0
5390,0
5393,0
5394,0
5395,0
5398,0
5399,0
5401,0
5402,0
5405,1
5414,1
5415,1
5419,0
5421,0
5422,0
5424,0
5427,0
5429,1
5431,0
5433,0
5434,0
5435,0
5436,1
5438,0
5440,1
5441,0
5447,1
5451,1
5453,1
5456,1
5457,0
5463,1
5464,0
5470,1
5472,1
5474,1
5478,0
5483,1
5490,1
5500,1
5504,1
5508,1
5511,1
5512,1
5513,1
5516,0
5523,1
5527,1
5530,1
5533,1
5536,1
5537,1
5542,1
5543,1
5546,1
5549,1
5550,1
5551,1
5562,0
5566,1
5568,0
5571,0
5572,0
5574,0
5583,0
5585,0
5591,1
5596,0
5597,0
5601,0
5606,0
5607,0
5610,0
5615,1
5616,0
5623,1
5630,0
5636,0
5637,1
5639,1
5640,0
5643,0
5648,1
5649,1
5660,1
5666,1
5667,0
5678,0
5679,1
5681,0
5682,0
5691,0
5696,0
5697,0
5700,1
5701,1
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,0
5738,0
5742,0
5747,0
5749,0
5750,0
5755,0
5756,0
5761,0
5762,0
5767,0
5768,0
5770,0
5773,0
5774,0
5779,0
5782,0
5785,1
5786,0
5787,0
5788,0
5796,1
5802,1
5806,0
5809,0
5810,1
5811,0
5813,0
5820,1
5823,1
5830,0
5831,1
5838,0
5839,1
5844,0
5846,0
5851,0
5852,0
5857,0
5859,1
5860,0
5862,0
5865,0
5866,0
5871,0
5872,0
5877,0
5878,0
5879,0
5880,1
5895,1
5897,0
5910,1
5914,1
5915,1
5917,1
5924,1
5926,1
5931,1
5936,1
5940,1
5941,0
5945,1
5946,1
5948,0
5951,0
5967,1
5968,1
5969,0
5970,1
5971,1
5973,1
5976,1
5977,1
5984,0
5986,1
5993,0
5994,1
6005,0
6006,0
6008,0
6010,0
6011,1
6014,0
6016,0
6018,1
6021,0
6025,0
6028,0
6029,1
6035,1
6040,1
6042,1
6044,1
6046,1
6052,1
6054,0
6062,0
6063,1
6067,0
6068,0
6077,1
6079,1
6080,1
6081,0
6082,0
6089,1
6095,1
6101,1
6107,1
6114,1
6117,1
6121,1
6122,1
6124,1
6129,1
6131,1
6136,0
6139,1
6142,1
6143,0
6144,1
6149,1
6155,1
6157,0
6158,1
6161,0
6168,1
6172,0
6176,0
6177,0
6179,1
6180,0
6182,1
6186,1
6189,1
6190,1
6194,0
6204,1
6205,1
6209,1
6210,1
6212,1
6214,0
6221,0
6225,0
6228,1
6229,1
6231,1
6235,1
6236,1
6237,1
6238,0
6239,1
6242,1
6249,1
6250,1
6251,1
6252,0
6260,1
6264,1
6266,1
6270,1
6275,1
6279,1
6280,1
6284,1
6285,1
6286,0
6287,0
6288,1
6289,0
6290,0
6291,0
6295,0
6298,0
6307,0
6308,1
6309,0
6313,1
6316,1
6319,1
6321,1
6324,1
6327,0
6333,0
6351,0
6352,0
6353,0
6357,0
6359,1
6360,0
6364,0
6367,1
6368,0
6377,0
6378,0
6379,1
6381,0
6390,0
6401,1
6408,0
6409,1
6411,1
6419,1
6424,0
6426,0
6428,1
6431,1
6432,0
6433,1
6435,0
6437,1
6439,0
6442,1
6444,0
6447,0
6456,0
6457,0
6460,1
6468,0
6471,0
6475,1
6476,0
6479,0
6483,0
6487,0
6488,1
6489,0
6496,0
6498,1
6502,1
6503,1
6507,0
6508,1
6509,0
6517,1
6521,1
6522,1
6524,1
6526,1
6531,0
6533,1
6538,1
6539,0
6544,0
6557,0
6558,0
6562,1
6563,0
6564,1
6574,0
6578,0
6581,0
6584,0
6587,0
6589,1
6590,1
6592,1
6595,0
6599,1
6600,1
6606,1
6609,1
6612,1
6615,1
6618,1
6620,1
6623,1
6633,1
6639,0
6640,0
6641,0
6645,1
6650,0
6651,1
6652,0
6657,0
6659,1
6666,0
6671,0
6673,0
6674,1
6677,1
6680,1
6684,1
6685,1
6691,1
6692,1
6696,0
6698,1
6704,1
6705,1
6710,1
6713,0
6715,0
6717,1
6718,1
6720,1
6728,1
6732,1
6733,0
6739,1
6740,1
6741,1
6743,1
6747,1
6750,0
6752,0
6753,0
6755,0
6761,1
6763,1
6768,0
6770,0
6771,0
6777,1
6778,1
6780,1
6782,1
6786,0
6791,0
6797,1
6798,0
6803,1
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,1
6840,1
6842,0
6846,0
6851,1
6853,0
6856,1
6859,1
6865,1
6866,1
6868,0
6869,1
6871,0
6873,1
6886,1
6887,0
6888,1
6889,0
6891,1
6894,1
6895,1
6899,0
6901,1
6902,1
6904,1
6906,1
6922,1
6923,1
6924,1
6927,1
6934,1
6938,1
6941,0
6942,1
6944,1
6947,1
6952,0
6957,1
6958,0
6964,1
6968,1
6969,0
6976,1
6982,0
6986,0
6987,0
6989,1
6991,1
6993,1
6995,1
6997,1
7000,1
7003,1
7004,1
7007,0
7011,1
7014,1
7016,1
7017,1
7020,1
7022,1
7028,1
7033,0
7034,0
7035,1
7038,1
7040,1
7041,1
7042,1
7045,1
7049,1
7055,1
7057,1
7062,1
7064,1
7066,1
7067,1
7072,1
7079,1
7082,1
7083,1
7084,0
7085,1
7087,1
7090,1
7094,1
7096,0
7099,0
7100,0
7101,0
7102,0
7103,1
7107,0
7110,1
7113,1
7117,1
7119,1
7123,1
7127,0
7133,0
7139,0
7143,0
7145,1
7151,0
7152,1
7153,1
7156,1
7162,1
7170,1
7172,1
7177,1
7181,1
7182,1
7189,1
7190,1
7200,0
7207,0
7209,0
7212,0
7216,1
7217,0
7219,0
7220,1
7222,0
7225,1
7233,1
7237,1
7238,1
7239,0
7240,1
7243,0
7245,0
7246,0
7249,0
7257,0
7258,1
7259,0
7262,0
7263,0
7269,0
7271,0
7273,0
7276,0
7279,0
7282,0
7284,0
7293,1
7298,0
7303,0
7304,0
7305,0
7308,0
7313,0
7314,0
7321,0
7322,0
7327,0
7333,1
7336,0
7339,1
7341,0
7346,1
7347,1
7349,1
7351,1
7353,1
7363,1
7364,1
7368,1
7370,1
7375,1
7376,1
7379,1
7382,1
7384,1
7385,1
7387,1
7388,1
7389,1
7394,1
7396,1
7398,1
7399,1
7401,1
7404,1
7406,1
7409,1
7411,1
7417,1
7420,1
7422,1
7423,1
7427,0
7429,1
7432,1
7435,1
7436,0
7440,0
7441,1
7445,1
7448,1
7449,1
7450,1
7454,1
7455,1
7460,1
7462,1
7464,1
7466,1
7468,1
7469,1
7471,1
7472,1
7483,1
7484,1
7485,1
7486,1
7487,1
7489,0
7492,1
7495,0
7499,0
7500,0
7506,0
7508,0
7509,0
7511,0
7516,0
7524,0
7538,0
7539,0
7541,0
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,1
7597,1
7599,1
7606,0
7615,1
7618,1
7620,0
7624,1
7625,1
7629,0
7632,0
7636,0
7637,0
7646,1
7655,1
7658,1
7660,1
7664,1
7665,1
7666,1
7667,1
7673,1
7676,1
7682,1
7684,1
7690,1
7697,1
7700,1
7704,1
7705,1
7706,1
7708,1
7709,1
7710,1
7713,1
7716,1
7726,1
7729,1
7730,1
7732,1
7734,1
7740,1
7741,1
7745,0
7757,0
7762,0
7770,0
7776,0
7777,0
7778,0
7779,0
7782,1
7786,0
7791,0
7792,0
7794,0
7795,1
7796,1
7798,1
7805,1
7806,1
7808,1
7811,1
7814,1
7819,1
7820,0
7825,1
7829,1
7834,1
7836,1
7838,0
7841,1
7845,0
7846,1
7853,1
7856,1
7858,1
7859,0
7866,1
7875,0
7879,1
7884,1
7886,0
7890,1
7892,1
7896,1
7899,0
7900,0
7901,0
7904,0
7911,1
7917,0
7919,0
7920,0
7921,0
7922,1
7925,0
7927,0
7928,0
7931,0
7942,1
7946,0
7947,0
7948,0
7951,1
7956,0
7961,0
7964,0
7966,0
7967,1
7974,0
7975,1
7979,0
7985,0
7986,0
7993,0
7995,0
7997,1
7998,0
8004,0
8007,0
8011,1
8014,0
8022,0
8027,1
8033,0
8041,0
8042,0
8046,1
8048,0
8050,0
8051,0
8052,1
8053,0
8054,1
8059,1
8063,0
8072,1
8075,1
8076,1
8077,0
8078,1
8080,0
8082,0
8086,1
8090,1
8092,1
8093,1
8099,0
8104,0
8107,1
8108,1
8114,0
8115,0
8117,0
8123,0
8124,0
8127,0
8132,0
8134,0
8139,0
8145,0
8148,0
8151,0
8152,0
8153,0
8157,1
8160,0
8166,0
8167,0
8173,0
8174,0
8178,0
8179,0
8185,0
8186,0
8192,0
8193,1
8194,1
8197,1
8198,0
8199,1
8200,1
8206,1
8207,1
8220,1
8222,0
8227,1
8228,1
8229,1
8230,0
8233,0
8248,1
8249,1
8255,1
8260,1
8263,1
8265,1
8268,1
8269,1
8272,1
8273,1
8275,1
8277,1
8281,0
8282,1
8290,0
8293,0
8299,0
8302,1
8303,1
8305,1
8306,1
8307,1
8308,1
8313,1
8316,1
8319,1
8322,0
8323,0
8325,1
8326,0
8327,1
8328,1
8331,1
8333,0
8336,1
8338,1
8340,1
8342,1
8343,1
8353,1
8354,1
8357,1
8358,1
8359,1
8373,1
8376,1
8379,1
8380,1
8381,1
8384,1
8395,0
8398,0
8403,1
8407,0
8413,0
8417,0
8420,0
8421,1
8424,0
8426,0
8427,0
8438,0
8439,1
8442,1
8449,1
8456,1
8460,0
8462,1
8465,1
8466,1
8467,1
8469,1
8470,1
8474,1
8479,1
8481,1
8482,1
8485,1
8488,1
8492,1
8493,1
8495,1
8499,1
8501,1
8519,1
8521,1
8525,1
8527,1
8529,1
8532,1
8534,1
8535,1
8537,1
8544,1
8548,1
8549,1
8552,1
8554,1
8563,1
8564,1
8565,1
8566,1
8568,1
8569,1
8573,1
8583,1
8588,1
8590,1
8592,0
8593,0
8594,0
8597,1
8600,0
8601,1
8602,0
8603,0
8604,0
8605,0
8611,0
8614,1
8616,0
8617,0
8619,0
8626,0
8629,1
8630,0
8632,1
8634,0
8641,0
8645,0
8649,0
8652,0
8666,0
8671,1
8672,0
8675,1
8678,0
8679,0
8682,1
8687,0
8701,1
8703,1
8707,1
8713,1
8716,1
8719,1
8725,1
8730,0
8731,1
8748,1
8749,1
8756,1
8764,1
8765,0
8769,1
8771,0
8772,1
8773,0
8779,1
8792,1
8794,1
8796,0
8798,1
8803,1
8807,1
8809,1
8811,1
8813,1
8814,1
8818,0
8819,1
8820,0
8821,1
8822,1
8824,1
8826,1
8827,1
8828,0
8833,0
8834,1
8845,1
8847,1
8849,1
8861,1
8867,1
8868,0
8870,1
8873,1
8874,0
8876,1
8877,1
8879,0
8882,1
8884,1
8889,1
8891,1
8894,0
8895,1
8897,0
8898,0
8901,1
8904,0
8909,0
8910,0
8911,0
8915,0
8917,0
8918,1
8919,0
8922,1
8925,0
8928,1
8929,0
8930,0
8932,1
8937,0
8940,0
8943,1
8950,1
8951,0
8954,1
8958,0
8960,1
8964,1
8975,1
8977,1
8981,0
8982,1
8984,1
8988,1
8990,1
8991,1
8995,1
8997,1
9003,1
9004,1
9010,0
9011,1
9013,1
9014,0
9015,1
9017,0
9019,0
9021,0
9024,1
9032,1
9035,0
9036,0
9037,1
9043,0
9046,0
9048,0
9049,0
9050,0
9056,0
9063,1
9065,0
9066,0
9068,1
9069,0
9070,1
9073,0
9076,0
9091,0
9092,0
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,0
9127,0
9129,0
9133,0
9136,0
9138,0
9140,0
9147,0
9150,0
9152,0
9153,0
9155,0
9158,0
9160,0
9163,0
9165,0
9167,1
9168,0
9170,0
9176,0
9178,0
9184,0
9186,0
9188,0
9189,0
9190,0
9196,1
9198,1
9199,0
9200,0
9201,1
9202,0
9204,1
9205,0
9213,0
9214,0
9224,0
9227,0
9228,0
9229,0
9234,0
9236,0
9241,0
9243,0
9245,1
9256,0
9258,1
9261,1
9274,1
9279,1
9282,1
9284,0
9285,1
9291,0
9295,1
9299,1
9302,1
9304,1
9305,1
9306,1
9310,1
9312,0
9316,1
9318,1
9323,1
9326,1
9327,1
9328,1
9331,0
9335,1
9336,1
9340,1
9349,0
9352,0
9353,1
9354,0
9356,1
9357,1
9358,1
9359,1
9364,1
9366,0
9369,1
9370,1
9379,1
9381,1
9383,1
9389,1
9390,0
9392,1
9394,1
9398,0
9399,1
9400,1
9407,0
9409,0
9412,0
9413,0
9415,1
9419,1
9423,1
9424,1
9426,1
9427,0
9428,1
9429,1
9433,1
9437,1
9440,1
9442,0
9443,1
9444,1
9447,1
9459,0
9461,0
9462,1
9464,0
9473,0
9475,0
9476,0
